ACE3_monthly.csv, 0.155,0.293,0.293,0.121,0.138,0.069,0.0
AdaptiveCards_monthly.csv, 0.6,0.523,0.133,0.292,0.031,0.031,0.113
AdguardBrowserExtension_monthly.csv, 0.067,0.6,0.467,0.2,0.133,0.0,0.067
Aerial_monthly.csv, 0.556,0.667,0.148,0.167,0.463,0.037,0.352
Ammonite_monthly.csv, 0.188,0.0,0.25,0.188,0.438,0.312,0.125
AppMetrics_monthly.csv, 0.167,0.667,0.5,0.333,0.5,0.167,0.0
ArchiSteamFarm_monthly.csv, 0.194,0.097,0.032,0.161,0.355,0.032,0.0
Arduino_monthly.csv, 0.268,0.437,0.085,0.296,0.239,0.239,0.155
Attendize_monthly.csv, 0.5,0.389,0.556,0.556,0.389,0.556,0.167
AutomatedLab_monthly.csv, 0.714,1.143,0.143,0.857,0.857,0.0,0.0
Axelrod_monthly.csv, 0.455,0.182,0.091,0.182,0.182,0.0,0.273
AztecEditor-Android_monthly.csv, 1.333,1.667,1.0,1.333,0.667,0.667,1.0
AzuraCast_monthly.csv, 0.314,0.029,0.629,0.371,0.843,0.757,0.043
BaseRecyclerViewAdapterHelper_monthly.csv, 0.571,0.75,0.429,0.214,0.286,0.036,0.5
Benchmarks_monthly.csv, 4.0,0.571,0.286,1.0,0.429,0.143,0.857
BigDL_monthly.csv, 0.0,2.857,0.286,0.286,0.429,0.143,0.0
Binding.scala_monthly.csv, 0.4,0.65,0.5,0.2,0.65,0.35,0.25
BizHawk_monthly.csv, 0.268,0.701,0.062,0.144,0.175,0.062,0.01
BookStack_monthly.csv, 0.889,0.407,0.0,0.259,0.0,0.074,0.444
BoostNote.next_monthly.csv, 0.0,0.676,0.162,0.243,0.324,0.405,0.0
Boostnote_monthly.csv, 0.04,1.0,0.2,0.28,0.04,0.0,0.04
CAP_monthly.csv, 0.192,0.308,0.0,0.038,0.0,0.0,0.154
CBoard_monthly.csv, 1.333,1.167,0.167,0.333,0.0,0.167,0.167
CMSIS_5_monthly.csv, 0.5,0.417,0.333,0.333,1.333,0.5,0.083
CNTK_monthly.csv, 0.034,1.31,0.483,0.172,0.414,0.0,0.0
CRUD_monthly.csv, 0.099,0.127,0.056,0.085,0.127,0.056,0.07
CRYTEK-CRYENGINE_monthly.csv, 0.2,0.1,0.1,0.1,0.4,0.4,0.0
Captura_monthly.csv, 0.588,0.647,0.618,0.147,0.176,0.176,0.176
Carp_monthly.csv, 0.667,0.467,0.267,0.2,0.067,0.067,0.4
CatchUp_monthly.csv, 0.667,0.667,0.778,0.778,0.333,0.333,0.333
ClickHouse_monthly.csv, 0.306,0.82,0.349,0.062,0.052,0.414,0.052
ClosedXML_monthly.csv, 0.042,0.042,0.292,0.208,0.25,0.0,0.042
CodeIgniter4_monthly.csv, 0.199,0.624,0.135,0.043,0.191,0.021,0.043
CodeceptJS_monthly.csv, 0.02,0.06,0.0,0.06,0.16,0.2,0.0
CodenameOne_monthly.csv, 0.509,0.473,0.582,0.418,0.491,0.636,0.4
Cog-Creators-Red-DiscordBot_monthly.csv, 0.128,0.149,0.309,0.34,0.223,0.106,0.064
Cxbx-Reloaded_monthly.csv, 0.417,0.167,0.125,0.042,0.25,0.208,0.25
CyberChef_monthly.csv, 0.623,0.585,0.755,0.415,0.868,0.642,0.566
DFe.NET_monthly.csv, 0.235,0.059,0.176,0.235,0.294,0.059,0.235
DIM_monthly.csv, 0.264,0.494,0.029,0.023,0.19,0.017,0.23
DIY-Multiprotocol-TX-Module_monthly.csv, 0.0,0.214,0.929,0.357,1.214,0.214,0.0
DSharpPlus_monthly.csv, 0.333,0.333,0.222,0.222,0.222,0.0,0.111
DeepSpeech_monthly.csv, 0.011,0.25,0.13,0.043,0.011,0.033,0.0
Detox_monthly.csv, 0.058,0.115,0.135,0.077,0.077,0.019,0.038
DietPi_monthly.csv, 0.363,0.478,0.106,0.027,0.133,0.027,0.274
DifferentialEquations.jl_monthly.csv, 0.421,0.368,0.474,0.421,0.421,0.316,0.263
DirectXShaderCompiler_monthly.csv, 0.217,0.457,0.174,0.217,0.043,0.022,0.174
Discord.Net_monthly.csv, 0.19,0.048,0.238,0.048,0.095,0.0,0.095
EIPs_monthly.csv, 0.038,0.412,0.025,0.05,0.012,0.05,0.012
ESPEasy_monthly.csv, 0.175,0.158,0.088,0.333,0.246,0.088,0.158
EasyAdminBundle_monthly.csv, 0.5,0.414,0.529,0.314,0.643,0.5,0.443
EasyClangComplete_monthly.csv, 0.75,1.25,0.5,0.5,1.75,0.0,0.75
EvalAI_monthly.csv, 0.02,0.0,0.143,0.02,0.0,0.061,0.02
EventFlow_monthly.csv, 0.5,0.464,0.25,0.107,0.071,0.179,0.357
Fable_monthly.csv, 0.6,2.0,0.1,0.3,0.9,0.1,0.2
Facepunch.Steamworks_monthly.csv, 0.455,0.273,0.182,0.364,0.091,0.0,0.182
FiloDB_monthly.csv, 0.086,0.514,0.114,0.114,0.057,0.057,0.0
FilterLists_monthly.csv, 0.0,0.526,0.09,0.013,0.077,0.064,0.0
FirebaseUI-Android_monthly.csv, 0.091,0.091,0.182,0.045,0.227,0.0,0.045
FirebaseUI-iOS_monthly.csv, 0.143,0.143,0.714,0.286,0.429,0.143,0.0
FluentFTP_monthly.csv, 0.125,0.25,0.125,0.25,0.125,0.0,0.0
G2_monthly.csv, 0.458,0.102,0.542,0.492,0.831,0.034,0.424
GPflow_monthly.csv, 1.0,1.071,0.571,0.5,0.357,0.143,0.571
Gaffer_monthly.csv, 1.667,8.667,1.333,2.333,2.0,0.333,1.667
Gladys_monthly.csv, 0.696,0.348,0.348,0.522,0.391,0.0,0.0
GoogleChrome-lighthouse_monthly.csv, 0.388,0.231,0.082,0.143,0.231,0.007,0.048
HIP_monthly.csv, 0.417,0.111,0.139,0.417,0.167,0.139,0.028
HMCL_monthly.csv, 0.531,0.562,0.5,0.125,0.469,0.0,0.5
HSTracker_monthly.csv, 0.0,0.25,0.25,0.25,0.25,0.25,0.0
HabitRPG-habitica-android_monthly.csv, 1.125,0.75,0.25,1.625,1.0,0.25,0.75
HaishinKit.swift_monthly.csv, 0.235,0.294,0.353,0.118,0.353,0.235,0.176
HandBrake_monthly.csv, 0.102,0.136,0.017,0.068,0.034,0.034,0.0
Homebrew-homebrew-core_monthly.csv, 0.073,0.267,0.041,0.001,0.074,0.001,0.001
Hygieia_monthly.csv, 0.04,0.96,0.32,0.16,0.64,0.04,0.0
IBAnimatable_monthly.csv, 0.5,0.5,0.0,0.0,0.5,0.0,0.0
IdentityServer4_monthly.csv, 0.227,0.134,0.237,0.258,0.216,0.196,0.134
ImageMagick_monthly.csv, 0.618,0.088,1.353,1.706,1.324,0.794,0.324
ImageSharp_monthly.csv, 0.333,0.533,0.267,0.0,0.6,0.0,0.067
ImmersiveEngineering_monthly.csv, 0.423,0.495,0.126,0.378,0.054,0.027,0.054
Iosevka_monthly.csv, 0.385,0.538,0.115,0.192,0.538,0.154,0.077
JDA_monthly.csv, 0.571,0.649,0.403,0.013,0.299,0.299,0.519
JOML_monthly.csv, 0.429,0.286,0.143,0.143,0.429,0.143,0.0
Jackett_monthly.csv, 0.194,0.045,0.077,0.142,0.277,0.065,0.019
Karabiner-Elements_monthly.csv, 0.059,0.147,0.118,0.088,0.029,0.0,0.029
KhronosGroup-glslang_monthly.csv, 0.13,0.391,0.217,0.13,0.391,0.217,0.0
Kingfisher_monthly.csv, 0.286,0.571,0.643,0.571,0.357,0.357,0.143
Knet.jl_monthly.csv, 0.32,0.52,0.32,0.2,0.32,0.0,0.28
LaTeX-Workshop_monthly.csv, 0.0,0.467,0.033,0.033,0.333,0.133,0.0
Lakka-LibreELEC_monthly.csv, 0.5,0.0,1.15,7.2,1.4,0.65,0.1
LeafPic_monthly.csv, 1.0,0.75,0.25,0.25,0.25,0.25,0.0
LibrePCB_monthly.csv, 0.13,0.348,0.217,0.13,0.13,0.13,0.087
LightGBM_monthly.csv, 0.014,0.054,0.068,0.108,0.068,0.0,0.0
LightGraphs.jl_monthly.csv, 0.0,0.833,0.5,0.167,0.333,0.0,0.0
Loop_monthly.csv, 1.083,1.083,0.833,1.0,1.333,0.0,0.25
LuckPerms_monthly.csv, 0.143,0.325,0.091,0.052,0.208,0.0,0.039
Luma3DS_monthly.csv, 0.021,0.468,0.362,0.17,0.447,0.34,0.021
Macaw_monthly.csv, 0.143,0.286,0.286,0.143,1.857,0.143,0.143
MadelineProto_monthly.csv, 1.6,1.6,0.8,1.6,1.2,1.2,1.2
Magisk_monthly.csv, 0.277,0.12,0.06,0.096,0.12,0.024,0.108
Mailspring_monthly.csv, 0.955,1.045,0.455,0.182,0.636,0.0,0.818
MarkdownMonster_monthly.csv, 0.056,0.056,0.111,0.111,0.222,0.111,0.0
MaterialDesignInXamlToolkit_monthly.csv, 0.209,0.326,0.14,0.023,0.0,0.023,0.0
MaterialDrawer_monthly.csv, 0.75,2.25,0.125,0.125,0.25,0.0,0.75
Medusa_monthly.csv, 0.407,0.043,0.136,0.164,0.079,0.164,0.257
MinecraftDev_monthly.csv, 0.364,0.409,0.545,0.409,0.818,0.545,0.136
MixedRealityToolkit-Unity_monthly.csv, 0.011,0.0,0.104,0.088,0.033,0.022,0.0
Mobile-Security-Framework-MobSF_monthly.csv, 0.129,0.097,0.323,0.129,0.387,0.161,0.032
MonoGame.Extended_monthly.csv, 0.0,0.091,0.182,0.273,0.091,0.091,0.0
