ACE3_monthly.csv, 0.444,1.194,0.472,0.694,0.361,0.361,0.194
AdaptiveCards_monthly.csv, 0.407,0.204,0.407,2.093,0.148,0.056,0.093
AdguardBrowserExtension_monthly.csv, 0.6,1.56,1.6,0.72,0.64,0.56,0.48
Aerial_monthly.csv, 0.65,0.889,0.427,0.359,0.256,0.12,0.256
Ammonite_monthly.csv, 0.5,0.6,0.5,1.9,2.5,0.6,0.0
AppMetrics_monthly.csv, 2.5,0.5,0.0,12.0,0.0,0.0,1.0
ArchiSteamFarm_monthly.csv, 0.057,0.057,0.159,0.989,0.352,0.034,0.045
Arduino_monthly.csv, 0.378,0.216,0.324,0.676,0.324,0.243,0.297
Attendize_monthly.csv, 0.5,0.5,1.5,2.0,2.5,0.0,0.5
AutomatedLab_monthly.csv, 12.0,25.0,13.5,4.5,2.5,4.0,2.5
Axelrod_monthly.csv, 0.143,0.679,0.464,0.571,0.607,0.5,0.0
AztecEditor-Android_monthly.csv, 0.75,4.25,3.0,1.0,6.25,4.25,0.5
AzuraCast_monthly.csv, 0.457,0.261,0.739,0.674,0.217,0.891,0.217
BaseRecyclerViewAdapterHelper_monthly.csv, 5.0,3.0,3.0,3.0,0.0,0.0,2.5
Benchmarks_monthly.csv, 0.24,0.16,0.64,0.08,0.76,0.12,0.04
BigDL_monthly.csv, 3.0,17.0,7.0,6.0,4.0,1.0,1.0
Binding.scala_monthly.csv, 2.125,0.75,0.625,0.5,0.5,0.25,0.0
BizHawk_monthly.csv, 0.545,0.359,1.024,0.653,1.365,0.114,0.461
BookStack_monthly.csv, 4.4,4.6,3.0,1.6,2.4,3.0,2.2
BoostNote.next_monthly.csv, 0.833,0.639,1.194,0.278,0.778,0.611,0.667
Boostnote_monthly.csv, 1.357,4.0,0.357,0.214,0.429,0.214,0.143
CAP_monthly.csv, 0.273,0.455,0.909,1.364,4.182,0.273,0.273
CBoard_monthly.csv, 1.1,0.0,0.3,0.7,0.1,0.1,0.1
CMSIS_5_monthly.csv, 0.086,0.171,0.514,0.886,0.4,0.429,0.057
